time,x,y,z
1597981514.0,342,3,60
1597981515.0,327,10,168
1597981516.0,331,4,102
1597981517.0,345,7,173
1597981518.0,324,18,190
1597981519.0,344,3,32
1597981520.0,333,11,67
1597981521.0,223,10,31
1597981522.0,234,13,30
1597981523.0,239,9,156
1597981524.0,224,19,1
1597981525.0,251,16,32
1597981526.0,249,10,39
1597981527.0,231,10,100
1597981528.0,232,6,25
1597981529.0,238,10,47
1597981530.0,236,17,44
1597981531.0,239,1,45
1597981532.0,223,5,116
1597981533.0,247,3,179
1597981534.0,225,12,70
1597981535.0,223,12,44
1597981536.0,223,18,9
1597981537.0,239,4,14
1597981538.0,236,18,160
1597981539.0,249,1,16
1597981540.0,249,7,80
1597981541.0,27,14,65
1597981542.0,43,2,54
1597981543.0,37,19,146
1597981544.0,33,17,119
1597981545.0,43,19,81
1597981546.0,31,0,125
1597981547.0,34,7,92
1597981548.0,40,6,184
1597981549.0,33,19,61
1597981550.0,45,13,79
1597981551.0,45,17,87
1597981552.0,54,15,73
1597981553.0,36,5,159
1597981554.0,33,17,168
1597981555.0,40,13,5
1597981556.0,30,8,196
1597981557.0,43,16,38
1597981558.0,55,6,124
1597981559.0,30,13,171
1597981560.0,44,13,113
1597981561.0,90,11,20
1597981562.0,107,14,11
1597981563.0,105,12,108
1597981564.0,104,11,151
1597981565.0,109,1,4
1597981566.0,97,0,173
1597981567.0,99,10,194
1597981568.0,91,18,187
1597981569.0,95,12,137
1597981570.0,90,12,181
1597981571.0,94,8,16
1597981572.0,99,17,133
1597981573.0,108,14,84
1597981574.0,98,9,20
1597981575.0,119,9,48
1597981576.0,101,6,60
1597981577.0,94,9,197
1597981578.0,91,19,196
1597981579.0,98,7,120
1597981580.0,93,12,135
1597981581.0,108,15,197
1597981582.0,112,1,135
1597981583.0,132,7,32
1597981584.0,132,16,33
1597981585.0,126,0,41
1597981586.0,128,13,18
1597981587.0,118,14,144
1597981588.0,114,13,79
1597981589.0,118,18,26
1597981590.0,108,11,16
1597981591.0,112,13,74
1597981592.0,108,10,14
1597981593.0,108,15,72
1597981594.0,117,13,22
1597981595.0,122,17,194
1597981596.0,126,11,184
1597981597.0,108,12,125
1597981598.0,122,12,103
1597981599.0,110,6,115
1597981600.0,116,8,139
1597981601.0,453,5,183
1597981602.0,471,12,192
1597981603.0,471,5,163
1597981604.0,476,15,91
1597981605.0,468,18,53
1597981606.0,459,12,192
1597981607.0,464,12,181
1597981608.0,467,17,166
1597981609.0,478,1,144
1597981610.0,479,4,93
1597981611.0,457,12,48
1597981612.0,464,14,9
1597981613.0,469,8,95
1597981614.0,453,7,111
1597981615.0,473,19,80
1597981616.0,482,12,142
1597981617.0,453,8,198
1597981618.0,468,6,10
1597981619.0,471,3,141
1597981620.0,465,7,188
1597981621.0,15,17,156
1597981622.0,17,4,100
1597981623.0,36,6,153
1597981624.0,37,6,91
1597981625.0,37,2,112
1597981626.0,39,16,132
1597981627.0,43,9,146
1597981628.0,21,18,109
1597981629.0,33,0,76
1597981630.0,38,0,157
1597981631.0,17,5,124
1597981632.0,19,16,93
1597981633.0,41,4,135
1597981634.0,33,2,56
1597981635.0,36,16,91
1597981636.0,32,17,171
1597981637.0,37,7,59
1597981638.0,21,9,96
1597981639.0,28,0,161
1597981640.0,36,17,7
1597981641.0,538,0,189
1597981642.0,559,6,181
1597981643.0,557,9,180
1597981644.0,554,16,172
1597981645.0,542,16,175
1597981646.0,553,5,80
1597981647.0,540,2,110
1597981648.0,546,7,132
1597981649.0,547,8,66
1597981650.0,563,19,185
1597981651.0,551,15,161
1597981652.0,567,14,78
1597981653.0,541,7,111
1597981654.0,550,17,53
1597981655.0,552,12,109
1597981656.0,556,7,128
1597981657.0,542,12,60
1597981658.0,549,5,44
1597981659.0,560,19,44
1597981660.0,561,16,57
1597981661.0,149,18,34
1597981662.0,174,17,170
1597981663.0,154,12,33
1597981664.0,165,5,11
1597981665.0,173,10,81
1597981666.0,163,3,93
1597981667.0,152,17,61
1597981668.0,166,14,179
1597981669.0,149,17,59
1597981670.0,171,13,128
1597981671.0,178,12,94
1597981672.0,166,9,37
1597981673.0,150,3,2
1597981674.0,168,5,78
1597981675.0,157,10,191
1597981676.0,171,19,64
1597981677.0,154,1,53
1597981678.0,157,14,189
1597981679.0,172,10,144
1597981680.0,155,0,182
1597981681.0,532,4,191
1597981682.0,545,18,3
1597981683.0,554,13,35
1597981684.0,550,18,185
1597981685.0,552,10,0
1597981686.0,547,0,115
1597981687.0,558,5,82
1597981688.0,549,18,156
1597981689.0,556,12,48
1597981690.0,558,0,29
1597981691.0,557,4,86
1597981692.0,538,0,180
1597981693.0,545,5,139
1597981694.0,557,13,108
1597981695.0,556,10,48
1597981696.0,559,11,132
1597981697.0,546,7,35
1597981698.0,540,19,124
1597981699.0,552,11,60
1597981700.0,544,12,10
1597981701.0,365,10,3
1597981702.0,385,16,53
1597981703.0,374,5,87
1597981704.0,373,3,36
1597981705.0,382,4,98
1597981706.0,383,14,9
1597981707.0,375,5,39
1597981708.0,384,1,9
1597981709.0,372,5,80
1597981710.0,388,8,76
1597981711.0,391,5,57
1597981712.0,370,9,87
1597981713.0,369,10,76
1597981714.0,394,14,19
1597981715.0,370,5,193
1597981716.0,391,8,149
1597981717.0,374,1,111
1597981718.0,377,4,14
1597981719.0,382,12,182
1597981720.0,380,11,134
1597981721.0,207,19,91
1597981722.0,234,8,116
1597981723.0,224,17,132
1597981724.0,232,7,85
1597981725.0,235,10,52
1597981726.0,232,5,96
1597981727.0,228,12,111
1597981728.0,222,19,161
1597981729.0,236,7,13
1597981730.0,207,7,162
1597981731.0,227,15,152
1597981732.0,211,7,194
1597981733.0,209,5,18
1597981734.0,232,16,153
1597981735.0,236,12,1
1597981736.0,225,18,20
1597981737.0,216,3,116
1597981738.0,227,7,9
1597981739.0,209,11,130
1597981740.0,230,0,67
1597981741.0,349,19,136
1597981742.0,359,1,130
1597981743.0,366,7,157
1597981744.0,376,8,72
1597981745.0,374,2,80
1597981746.0,369,17,193
1597981747.0,362,8,34
1597981748.0,373,16,184
1597981749.0,360,8,117
1597981750.0,374,13,137
1597981751.0,361,15,72
1597981752.0,356,2,73
1597981753.0,356,14,186
1597981754.0,378,13,113
1597981755.0,349,5,87
1597981756.0,369,11,116
1597981757.0,363,14,180
1597981758.0,353,11,113
1597981759.0,369,10,96
1597981760.0,377,14,107
1597981761.0,476,5,155
1597981762.0,490,8,161
1597981763.0,483,4,77
1597981764.0,479,15,86
1597981765.0,488,18,34
1597981766.0,491,13,29
1597981767.0,495,7,57
1597981768.0,479,9,191
1597981769.0,490,2,155
1597981770.0,481,14,183
1597981771.0,483,15,131
1597981772.0,499,1,150
1597981773.0,478,5,69
1597981774.0,483,8,1
1597981775.0,489,11,194
1597981776.0,477,19,52
1597981777.0,489,7,164
1597981778.0,490,8,66
1597981779.0,476,18,153
1597981780.0,504,11,102
1597981781.0,280,10,127
1597981782.0,287,2,159
1597981783.0,294,11,0
1597981784.0,295,8,12
1597981785.0,308,12,83
1597981786.0,308,18,96
1597981787.0,295,11,144
1597981788.0,305,5,88
1597981789.0,300,7,136
1597981790.0,290,6,124
1597981791.0,308,14,50
1597981792.0,304,4,172
1597981793.0,309,15,92
1597981794.0,291,6,199
1597981795.0,283,7,104
1597981796.0,304,5,119
1597981797.0,305,3,67
1597981798.0,286,8,47
1597981799.0,292,10,99
1597981800.0,288,3,135
1597981801.0,267,17,162
1597981802.0,279,3,7
1597981803.0,293,15,31
1597981804.0,267,5,173
1597981805.0,286,17,187
1597981806.0,268,19,166
1597981807.0,279,1,36
1597981808.0,268,2,153
1597981809.0,275,12,89
1597981810.0,295,4,169
1597981811.0,291,9,17
1597981812.0,279,7,181
1597981813.0,295,4,191
1597981814.0,282,17,113
1597981815.0,281,8,80
1597981816.0,290,10,51
1597981817.0,270,13,84
1597981818.0,290,18,133
1597981819.0,292,17,69
1597981820.0,280,0,73
1597981821.0,386,1,59
1597981822.0,413,3,65
1597981823.0,399,11,90
1597981824.0,414,4,97
1597981825.0,413,14,177
1597981826.0,401,11,129
1597981827.0,399,1,131
1597981828.0,397,7,97
1597981829.0,388,3,139
1597981830.0,409,2,40
1597981831.0,396,4,94
1597981832.0,394,5,81
1597981833.0,389,10,164
1597981834.0,401,17,88
1597981835.0,395,12,55
1597981836.0,401,12,71
1597981837.0,400,17,1
1597981838.0,393,8,133
1597981839.0,403,1,186
1597981840.0,396,17,75
1597981841.0,317,19,64
1597981842.0,340,0,98
1597981843.0,329,9,91
1597981844.0,331,5,85
1597981845.0,327,15,54
1597981846.0,326,0,118
1597981847.0,331,19,22
1597981848.0,334,8,22
1597981849.0,340,17,112
1597981850.0,335,17,66
1597981851.0,346,19,137
1597981852.0,331,3,30
1597981853.0,342,13,179
1597981854.0,343,4,86
1597981855.0,334,17,149
1597981856.0,335,8,142
1597981857.0,328,6,151
1597981858.0,329,5,70
1597981859.0,324,17,34
1597981860.0,319,2,140
1597981861.0,186,18,68
1597981862.0,209,11,53
1597981863.0,188,13,92
1597981864.0,206,12,197
1597981865.0,210,9,156
1597981866.0,203,14,162
1597981867.0,199,1,30
1597981868.0,186,16,48
1597981869.0,200,0,13
1597981870.0,194,3,110
1597981871.0,213,19,152
1597981872.0,211,17,102
1597981873.0,186,3,44
1597981874.0,200,3,27
1597981875.0,194,8,13
1597981876.0,189,15,39
1597981877.0,193,12,158
1597981878.0,198,4,147
1597981879.0,202,3,117
1597981880.0,210,6,18
1597981881.0,497,6,15
1597981882.0,519,12,143
1597981883.0,523,2,127
1597981884.0,498,1,88
1597981885.0,498,14,32
1597981886.0,497,10,30
1597981887.0,500,3,164
1597981888.0,524,2,133
1597981889.0,510,17,67
1597981890.0,500,2,144
1597981891.0,514,6,68
1597981892.0,500,2,80
1597981893.0,511,10,85
1597981894.0,524,18,146
1597981895.0,524,2,35
1597981896.0,516,11,147
1597981897.0,524,11,30
1597981898.0,524,13,157
1597981899.0,506,12,194
1597981900.0,510,2,92
1597981901.0,451,2,161
1597981902.0,465,19,111
1597981903.0,458,5,66
1597981904.0,463,13,172
1597981905.0,460,3,75
1597981906.0,460,3,81
1597981907.0,462,7,21
1597981908.0,480,4,45
1597981909.0,472,6,99
1597981910.0,466,4,57
1597981911.0,479,9,70
1597981912.0,472,1,173
1597981913.0,475,9,130
1597981914.0,464,14,96
1597981915.0,474,3,154
1597981916.0,480,15,82
1597981917.0,452,16,128
1597981918.0,477,0,173
1597981919.0,460,18,128
1597981920.0,472,6,150
1597981921.0,560,14,65
1597981922.0,561,18,79
1597981923.0,576,12,121
1597981924.0,579,5,108
1597981925.0,563,0,124
1597981926.0,561,9,40
1597981927.0,560,10,7
1597981928.0,564,16,90
1597981929.0,587,13,168
1597981930.0,584,18,94
1597981931.0,582,14,60
1597981932.0,571,7,133
1597981933.0,583,19,104
1597981934.0,576,18,124
1597981935.0,580,11,153
1597981936.0,586,6,191
1597981937.0,586,1,93
1597981938.0,570,0,147
1597981939.0,589,11,24
1597981940.0,578,13,157
1597981941.0,165,0,126
1597981942.0,168,5,61
1597981943.0,185,12,76
1597981944.0,178,18,85
1597981945.0,190,17,90
1597981946.0,178,9,74
1597981947.0,176,13,157
1597981948.0,178,6,137
1597981949.0,193,13,64
1597981950.0,179,12,14
1597981951.0,179,7,179
1597981952.0,183,0,64
1597981953.0,185,3,189
1597981954.0,183,18,42
1597981955.0,193,10,9
1597981956.0,171,6,70
1597981957.0,194,17,142
1597981958.0,168,1,20
1597981959.0,193,19,149
1597981960.0,186,18,133
1597981961.0,113,0,70
1597981962.0,117,17,41
1597981963.0,126,2,131
1597981964.0,116,7,47
1597981965.0,119,17,172
1597981966.0,121,16,113
1597981967.0,115,13,51
1597981968.0,119,5,194
1597981969.0,117,11,173
1597981970.0,114,2,147
1597981971.0,139,16,134
1597981972.0,139,10,0
1597981973.0,132,16,100
1597981974.0,133,1,49
1597981975.0,135,4,156
1597981976.0,137,6,95
1597981977.0,127,12,85
1597981978.0,140,6,19
1597981979.0,136,16,44
1597981980.0,142,7,98
1597981981.0,23,0,97
1597981982.0,24,12,103
1597981983.0,36,19,147
1597981984.0,30,12,129
1597981985.0,48,1,67
1597981986.0,36,6,138
1597981987.0,44,7,31
1597981988.0,28,4,13
1597981989.0,27,14,102
1597981990.0,39,6,77
1597981991.0,33,14,10
1597981992.0,26,16,33
1597981993.0,23,9,44
1597981994.0,47,1,125
1597981995.0,33,14,62
1597981996.0,38,11,118
1597981997.0,30,7,150
1597981998.0,29,12,89
1597981999.0,47,2,179
1597982000.0,46,14,165
1597982001.0,570,3,22
1597982002.0,593,4,153
1597982003.0,585,6,38
1597982004.0,587,19,140
1597982005.0,575,12,93
1597982006.0,575,13,167
1597982007.0,580,14,141
1597982008.0,573,9,16
1597982009.0,587,15,172
1597982010.0,595,6,100
1597982011.0,599,18,70
1597982012.0,593,16,15
1597982013.0,571,3,152
1597982014.0,597,7,136
1597982015.0,592,1,147
1597982016.0,592,15,23
1597982017.0,570,3,27
1597982018.0,581,13,149
1597982019.0,579,14,168
1597982020.0,585,3,178
1597982021.0,335,5,199
1597982022.0,358,9,117
1597982023.0,361,10,156
1597982024.0,352,13,150
1597982025.0,339,11,137
1597982026.0,357,9,178
1597982027.0,362,5,72
1597982028.0,356,18,147
1597982029.0,342,8,121
1597982030.0,337,5,17
1597982031.0,363,19,160
1597982032.0,340,9,96
1597982033.0,342,5,133
1597982034.0,360,17,157
1597982035.0,355,8,21
1597982036.0,350,3,108
1597982037.0,340,1,45
1597982038.0,358,0,38
1597982039.0,358,0,98
1597982040.0,350,4,104
1597982041.0,443,10,36
1597982042.0,457,1,194
1597982043.0,457,11,83
1597982044.0,448,13,77
1597982045.0,467,8,93
1597982046.0,467,1,87
1597982047.0,458,13,23
1597982048.0,460,9,134
1597982049.0,450,5,72
1597982050.0,457,1,130
1597982051.0,452,15,132
1597982052.0,443,7,52
1597982053.0,447,5,144
1597982054.0,446,7,199
1597982055.0,460,12,28
1597982056.0,472,18,49
1597982057.0,453,19,124
1597982058.0,467,11,49
1597982059.0,446,18,9
1597982060.0,456,17,7
1597982061.0,442,1,160
1597982062.0,468,10,175
1597982063.0,455,13,84
1597982064.0,442,8,106
1597982065.0,442,16,177
1597982066.0,459,12,88
1597982067.0,452,6,50
1597982068.0,455,4,66
1597982069.0,459,19,67
1597982070.0,462,5,37
1597982071.0,470,15,15
1597982072.0,453,8,95
1597982073.0,460,12,199
1597982074.0,468,18,11
1597982075.0,448,3,10
1597982076.0,452,12,195
1597982077.0,470,17,40
1597982078.0,458,17,195
1597982079.0,445,10,45
1597982080.0,458,1,102
1597982081.0,13,4,103
1597982082.0,19,3,51
1597982083.0,31,4,69
1597982084.0,27,12,56
1597982085.0,27,2,86
1597982086.0,34,8,44
1597982087.0,21,18,45
1597982088.0,32,13,150
1597982089.0,19,3,137
1597982090.0,26,14,159
1597982091.0,24,7,61
1597982092.0,15,16,55
1597982093.0,28,12,72
1597982094.0,35,6,173
1597982095.0,35,9,35
1597982096.0,17,9,4
1597982097.0,15,17,51
1597982098.0,36,6,77
1597982099.0,35,3,89
1597982100.0,37,15,133
1597982101.0,100,13,193
1597982102.0,111,15,15
1597982103.0,124,0,135
1597982104.0,102,6,72
1597982105.0,125,9,78
1597982106.0,104,1,79
1597982107.0,119,4,191
1597982108.0,111,1,36
1597982109.0,125,14,132
1597982110.0,114,7,2
1597982111.0,122,12,50
1597982112.0,103,2,8
1597982113.0,100,4,190
1597982114.0,102,10,85
1597982115.0,110,12,111
1597982116.0,108,11,97
1597982117.0,101,8,195
1597982118.0,103,4,175
1597982119.0,112,10,167
1597982120.0,128,4,35
1597982121.0,273,5,158
1597982122.0,298,9,100
1597982123.0,297,13,121
1597982124.0,293,16,188
1597982125.0,301,12,183
1597982126.0,293,5,7
1597982127.0,287,12,52
1597982128.0,301,12,104
1597982129.0,296,14,179
1597982130.0,283,9,179
1597982131.0,292,3,83
1597982132.0,279,8,154
1597982133.0,285,0,185
1597982134.0,280,1,70
1597982135.0,285,15,133
1597982136.0,297,5,0
1597982137.0,283,17,99
1597982138.0,287,6,174
1597982139.0,277,7,175
1597982140.0,286,9,104
1597982141.0,72,7,144
1597982142.0,97,3,37
1597982143.0,84,11,37
1597982144.0,96,19,14
1597982145.0,89,11,96
1597982146.0,86,8,160
1597982147.0,88,10,171
1597982148.0,78,15,162
1597982149.0,75,17,90
1597982150.0,88,5,125
1597982151.0,97,19,95
1597982152.0,88,18,194
1597982153.0,98,9,147
1597982154.0,83,8,100
1597982155.0,96,4,199
1597982156.0,85,3,151
1597982157.0,83,10,186
1597982158.0,95,9,174
1597982159.0,94,8,157
1597982160.0,75,10,87
1597982161.0,269,1,56
1597982162.0,279,5,139
1597982163.0,298,4,179
1597982164.0,279,0,119
1597982165.0,280,2,188
1597982166.0,298,6,178
1597982167.0,293,14,152
1597982168.0,271,13,96
1597982169.0,277,11,55
1597982170.0,292,18,197
1597982171.0,292,4,150
1597982172.0,278,11,77
1597982173.0,298,3,156
1597982174.0,291,15,157
1597982175.0,296,14,15
