time,x,y,z
1597971200.0,364,8,65
1597971201.0,386,8,22
1597971202.0,366,15,197
1597971203.0,385,16,149
1597971204.0,366,6,96
1597971205.0,386,1,76
1597971206.0,388,16,107
1597971207.0,384,4,26
1597971208.0,379,14,135
1597971209.0,367,11,156
1597971210.0,379,1,14
1597971211.0,388,13,186
1597971212.0,392,13,196
1597971213.0,393,17,29
1597971214.0,386,9,148
1597971215.0,389,5,189
1597971216.0,378,15,28
1597971217.0,370,2,10
1597971218.0,366,13,10
1597971219.0,378,4,38
1597971220.0,414,0,118
1597971221.0,441,15,90
1597971222.0,432,16,143
1597971223.0,416,3,119
1597971224.0,432,17,157
1597971225.0,425,9,141
1597971226.0,437,4,129
1597971227.0,428,16,117
1597971228.0,414,16,164
1597971229.0,420,18,0
1597971230.0,435,15,103
1597971231.0,435,19,77
1597971232.0,429,9,63
1597971233.0,416,16,128
1597971234.0,425,6,17
1597971235.0,423,7,116
1597971236.0,439,3,126
1597971237.0,415,6,64
1597971238.0,438,11,112
1597971239.0,442,10,117
1597971240.0,565,10,42
1597971241.0,570,18,168
1597971242.0,573,10,89
1597971243.0,585,2,76
1597971244.0,575,18,145
1597971245.0,565,5,115
1597971246.0,567,12,86
1597971247.0,565,0,75
1597971248.0,584,9,199
1597971249.0,592,17,158
1597971250.0,579,4,120
1597971251.0,578,4,0
1597971252.0,566,10,54
1597971253.0,570,4,115
1597971254.0,571,4,176
1597971255.0,588,7,70
1597971256.0,578,15,84
1597971257.0,585,3,84
1597971258.0,583,19,51
1597971259.0,567,19,48
1597971260.0,344,12,194
1597971261.0,357,8,44
1597971262.0,366,7,126
1597971263.0,369,11,159
1597971264.0,346,4,86
1597971265.0,363,7,178
1597971266.0,360,2,66
1597971267.0,367,15,195
1597971268.0,358,12,106
1597971269.0,351,15,163
1597971270.0,352,2,80
1597971271.0,371,10,83
1597971272.0,353,13,38
1597971273.0,357,14,176
1597971274.0,368,19,131
1597971275.0,344,14,87
1597971276.0,354,6,164
1597971277.0,363,18,12
1597971278.0,366,7,44
1597971279.0,354,13,31
1597971280.0,261,18,108
1597971281.0,263,2,52
1597971282.0,262,17,177
1597971283.0,279,18,79
1597971284.0,266,0,63
1597971285.0,284,10,120
1597971286.0,271,8,3
1597971287.0,271,9,55
1597971288.0,266,18,130
1597971289.0,275,4,22
1597971290.0,268,6,186
1597971291.0,275,2,84
1597971292.0,270,4,136
1597971293.0,287,7,95
1597971294.0,286,4,199
1597971295.0,277,7,183
1597971296.0,276,10,154
1597971297.0,265,1,131
1597971298.0,270,8,76
1597971299.0,280,3,125
1597971300.0,656,18,105
1597971301.0,677,18,164
1597971302.0,656,12,73
1597971303.0,675,8,136
1597971304.0,679,8,64
1597971305.0,661,4,100
1597971306.0,671,7,151
1597971307.0,674,8,118
1597971308.0,668,13,131
1597971309.0,674,4,138
1597971310.0,673,7,59
1597971311.0,663,18,19
1597971312.0,660,4,144
1597971313.0,671,9,44
1597971314.0,666,3,101
1597971315.0,676,3,65
1597971316.0,683,12,83
1597971317.0,661,8,174
1597971318.0,657,10,62
1597971319.0,664,8,187
1597971320.0,455,17,143
1597971321.0,461,15,48
1597971322.0,465,2,17
1597971323.0,481,15,104
1597971324.0,476,3,195
1597971325.0,464,18,194
1597971326.0,462,6,83
1597971327.0,477,8,141
1597971328.0,469,11,15
1597971329.0,471,11,98
1597971330.0,480,12,121
1597971331.0,463,15,84
1597971332.0,484,2,109
1597971333.0,469,3,52
1597971334.0,460,0,137
1597971335.0,460,16,170
1597971336.0,472,7,193
1597971337.0,467,18,72
1597971338.0,463,13,155
1597971339.0,472,6,15
1597971340.0,280,16,184
1597971341.0,281,2,197
1597971342.0,304,6,26
1597971343.0,304,2,98
1597971344.0,300,8,63
1597971345.0,286,0,170
1597971346.0,286,9,44
1597971347.0,288,3,159
1597971348.0,288,8,185
1597971349.0,280,4,21
1597971350.0,308,17,196
1597971351.0,293,13,134
1597971352.0,306,6,199
1597971353.0,299,1,5
1597971354.0,291,11,77
1597971355.0,301,19,9
1597971356.0,296,19,109
1597971357.0,307,8,154
1597971358.0,287,2,168
1597971359.0,292,13,98
1597971360.0,334,5,139
1597971361.0,342,13,12
1597971362.0,336,13,113
1597971363.0,339,14,34
1597971364.0,346,7,165
1597971365.0,345,1,186
1597971366.0,351,8,56
1597971367.0,348,9,123
1597971368.0,343,1,139
1597971369.0,344,18,121
1597971370.0,355,17,155
1597971371.0,347,4,129
1597971372.0,346,10,181
1597971373.0,347,18,168
1597971374.0,335,14,155
1597971375.0,354,9,187
1597971376.0,350,6,6
1597971377.0,355,2,43
1597971378.0,350,7,109
1597971379.0,346,10,138
1597971380.0,189,14,142
1597971381.0,199,16,90
1597971382.0,216,17,27
1597971383.0,190,1,99
1597971384.0,214,13,135
1597971385.0,199,13,196
1597971386.0,215,2,171
1597971387.0,195,4,106
1597971388.0,198,9,30
1597971389.0,203,10,181
1597971390.0,196,1,164
1597971391.0,208,14,184
1597971392.0,196,4,153
1597971393.0,197,15,152
1597971394.0,214,12,139
1597971395.0,203,15,128
1597971396.0,195,2,179
1597971397.0,198,11,126
1597971398.0,196,13,145
1597971399.0,194,10,175
1597971400.0,675,0,3
1597971401.0,689,14,115
1597971402.0,686,6,21
1597971403.0,695,12,133
1597971404.0,683,1,7
1597971405.0,683,18,147
1597971406.0,684,10,86
1597971407.0,679,4,87
1597971408.0,695,6,160
1597971409.0,686,14,0
1597971410.0,679,13,119
1597971411.0,704,0,188
1597971412.0,692,5,54
1597971413.0,680,13,142
1597971414.0,691,15,179
1597971415.0,693,8,58
1597971416.0,702,7,117
1597971417.0,676,9,144
1597971418.0,700,1,59
1597971419.0,702,11,148
1597971420.0,592,19,66
1597971421.0,593,1,133
1597971422.0,592,9,30
1597971423.0,612,13,38
1597971424.0,609,12,132
1597971425.0,617,17,115
1597971426.0,609,12,58
1597971427.0,610,17,153
1597971428.0,606,14,160
1597971429.0,621,0,111
1597971430.0,599,11,103
1597971431.0,594,0,14
1597971432.0,602,9,76
1597971433.0,603,16,136
1597971434.0,605,16,188
1597971435.0,611,18,84
1597971436.0,597,15,133
1597971437.0,608,0,37
1597971438.0,609,19,47
1597971439.0,601,4,151
1597971440.0,172,7,75
1597971441.0,179,16,101
1597971442.0,173,3,30
1597971443.0,193,2,177
1597971444.0,200,3,15
1597971445.0,173,2,179
1597971446.0,183,11,148
1597971447.0,185,17,37
1597971448.0,176,13,77
1597971449.0,183,11,2
1597971450.0,191,16,189
1597971451.0,191,18,23
1597971452.0,201,10,53
1597971453.0,186,12,43
1597971454.0,179,15,169
1597971455.0,184,5,106
1597971456.0,183,7,142
1597971457.0,178,11,37
1597971458.0,195,19,143
1597971459.0,179,17,37
1597971460.0,400,3,119
1597971461.0,418,9,191
1597971462.0,420,15,110
1597971463.0,413,7,139
1597971464.0,414,18,96
1597971465.0,418,10,122
1597971466.0,417,17,8
1597971467.0,411,16,133
1597971468.0,416,17,23
1597971469.0,418,16,91
1597971470.0,403,2,71
1597971471.0,422,6,3
1597971472.0,428,12,27
1597971473.0,428,7,178
1597971474.0,419,1,3
1597971475.0,402,2,180
1597971476.0,412,11,36
1597971477.0,404,14,192
1597971478.0,423,10,35
1597971479.0,406,13,45
1597971480.0,16,9,181
1597971481.0,44,16,13
1597971482.0,38,2,73
1597971483.0,32,10,89
1597971484.0,27,6,198
1597971485.0,38,17,82
1597971486.0,21,15,56
1597971487.0,17,3,182
1597971488.0,43,19,24
1597971489.0,41,12,67
1597971490.0,34,14,172
1597971491.0,32,15,198
1597971492.0,16,3,11
1597971493.0,19,12,3
1597971494.0,22,8,176
1597971495.0,38,8,14
1597971496.0,32,14,143
1597971497.0,34,12,148
1597971498.0,16,2,162
1597971499.0,16,2,93
1597971500.0,79,11,194
1597971501.0,94,16,101
1597971502.0,100,5,52
1597971503.0,85,17,106
1597971504.0,86,19,35
1597971505.0,100,18,130
1597971506.0,98,12,120
1597971507.0,100,9,56
1597971508.0,84,1,16
1597971509.0,92,6,172
1597971510.0,100,10,113
1597971511.0,102,5,56
1597971512.0,95,15,162
1597971513.0,95,1,21
1597971514.0,85,13,118
1597971515.0,98,17,166
1597971516.0,84,8,157
1597971517.0,80,13,174
1597971518.0,104,5,133
1597971519.0,108,12,3
1597971520.0,244,18,39
1597971521.0,260,6,90
1597971522.0,260,3,172
1597971523.0,261,4,142
1597971524.0,271,9,132
1597971525.0,255,7,1
1597971526.0,256,14,144
1597971527.0,266,12,80
1597971528.0,247,17,196
1597971529.0,255,15,165
1597971530.0,271,1,106
1597971531.0,254,12,49
1597971532.0,252,11,125
1597971533.0,253,16,43
1597971534.0,263,11,59
1597971535.0,269,8,180
1597971536.0,248,18,121
1597971537.0,246,7,70
1597971538.0,270,12,151
1597971539.0,246,1,72
1597971540.0,338,18,160
1597971541.0,343,15,155
1597971542.0,342,3,51
1597971543.0,348,11,40
1597971544.0,345,15,97
1597971545.0,358,6,27
1597971546.0,366,2,111
1597971547.0,347,16,171
1597971548.0,339,19,169
1597971549.0,350,16,68
1597971550.0,340,2,138
1597971551.0,367,3,93
1597971552.0,353,19,152
1597971553.0,341,11,99
1597971554.0,350,16,13
1597971555.0,340,19,116
1597971556.0,347,5,167
1597971557.0,338,3,134
1597971558.0,359,19,131
1597971559.0,361,5,9
1597971560.0,119,19,136
1597971561.0,145,15,181
1597971562.0,147,3,186
1597971563.0,129,4,22
1597971564.0,142,7,13
1597971565.0,139,10,162
1597971566.0,147,2,99
1597971567.0,125,14,79
1597971568.0,122,13,31
1597971569.0,129,16,124
1597971570.0,129,16,175
1597971571.0,122,4,179
1597971572.0,140,17,56
1597971573.0,139,10,133
1597971574.0,125,9,193
1597971575.0,145,12,48
1597971576.0,144,18,32
1597971577.0,128,9,4
1597971578.0,136,17,142
1597971579.0,127,15,6
1597971580.0,169,0,41
1597971581.0,183,17,44
1597971582.0,174,1,96
1597971583.0,191,19,59
1597971584.0,196,5,178
1597971585.0,174,17,15
1597971586.0,195,10,48
1597971587.0,177,16,8
1597971588.0,179,7,83
1597971589.0,196,8,173
1597971590.0,182,15,35
1597971591.0,198,8,11
1597971592.0,198,15,192
1597971593.0,171,7,97
1597971594.0,172,16,185
1597971595.0,184,9,82
1597971596.0,186,10,183
1597971597.0,197,15,120
1597971598.0,178,6,124
1597971599.0,175,17,99
1597971600.0,13,14,195
1597971601.0,35,0,78
1597971602.0,39,15,46
1597971603.0,28,10,141
1597971604.0,40,0,190
1597971605.0,16,17,6
1597971606.0,21,11,78
1597971607.0,28,4,139
1597971608.0,39,11,57
1597971609.0,39,16,155
1597971610.0,24,13,190
1597971611.0,35,8,99
1597971612.0,26,8,182
1597971613.0,27,3,91
1597971614.0,31,7,156
1597971615.0,25,2,134
1597971616.0,14,19,168
1597971617.0,19,16,164
1597971618.0,36,16,9
1597971619.0,21,15,98
1597971620.0,627,14,78
1597971621.0,646,2,96
1597971622.0,631,5,80
1597971623.0,636,12,191
1597971624.0,652,13,51
1597971625.0,653,4,193
1597971626.0,628,0,133
1597971627.0,652,7,111
1597971628.0,654,8,146
1597971629.0,630,10,184
1597971630.0,651,4,99
1597971631.0,641,19,157
1597971632.0,651,5,142
1597971633.0,637,15,78
1597971634.0,644,16,107
1597971635.0,652,4,105
1597971636.0,639,19,117
1597971637.0,654,16,182
1597971638.0,642,19,15
1597971639.0,648,18,166
1597971640.0,391,11,41
1597971641.0,404,10,21
1597971642.0,406,5,152
1597971643.0,413,6,190
1597971644.0,391,5,82
1597971645.0,409,5,113
1597971646.0,392,7,73
1597971647.0,406,0,171
1597971648.0,417,17,46
1597971649.0,419,10,196
1597971650.0,420,18,146
1597971651.0,404,8,58
1597971652.0,401,2,174
1597971653.0,411,14,108
1597971654.0,398,1,17
1597971655.0,403,5,157
1597971656.0,392,7,4
1597971657.0,412,17,64
1597971658.0,392,0,163
1597971659.0,407,0,17
1597971660.0,505,16,108
1597971661.0,517,10,64
1597971662.0,505,6,106
1597971663.0,527,12,5
1597971664.0,505,5,169
1597971665.0,529,13,172
1597971666.0,530,11,165
1597971667.0,515,14,28
1597971668.0,530,7,88
1597971669.0,511,6,36
1597971670.0,517,11,106
1597971671.0,508,12,6
1597971672.0,511,3,0
1597971673.0,516,12,44
1597971674.0,519,17,119
1597971675.0,529,7,169
1597971676.0,524,3,52
1597971677.0,518,6,3
1597971678.0,522,4,149
1597971679.0,511,9,89
1597971680.0,456,11,105
1597971681.0,479,15,57
1597971682.0,471,2,25
1597971683.0,485,12,1
1597971684.0,471,13,65
1597971685.0,483,3,127
1597971686.0,475,2,169
1597971687.0,481,13,75
1597971688.0,469,5,151
1597971689.0,458,9,2
1597971690.0,456,4,11
1597971691.0,479,3,193
1597971692.0,463,8,128
1597971693.0,479,15,13
1597971694.0,470,10,112
1597971695.0,485,0,101
1597971696.0,473,11,48
1597971697.0,481,19,111
1597971698.0,473,18,102
1597971699.0,473,5,157
1597971700.0,170,7,114
1597971701.0,184,3,8
1597971702.0,198,12,123
1597971703.0,171,16,39
1597971704.0,187,7,131
1597971705.0,199,11,176
1597971706.0,196,14,113
1597971707.0,198,13,164
1597971708.0,194,3,1
1597971709.0,196,6,155
1597971710.0,181,5,18
1597971711.0,192,15,166
1597971712.0,170,13,143
1597971713.0,190,17,17
1597971714.0,191,7,164
1597971715.0,173,5,187
1597971716.0,177,10,10
1597971717.0,189,12,107
1597971718.0,172,15,136
1597971719.0,186,4,177
1597971720.0,575,10,54
1597971721.0,583,2,31
1597971722.0,576,11,176
1597971723.0,592,6,37
1597971724.0,600,14,125
1597971725.0,604,13,158
1597971726.0,583,12,177
1597971727.0,576,7,128
1597971728.0,582,4,198
1597971729.0,582,3,197
1597971730.0,590,12,148
1597971731.0,594,18,150
1597971732.0,590,14,91
1597971733.0,592,16,164
1597971734.0,592,1,29
1597971735.0,578,8,88
1597971736.0,590,5,84
1597971737.0,590,5,137
1597971738.0,588,2,63
1597971739.0,593,8,81
1597971740.0,61,9,73
1597971741.0,90,12,30
1597971742.0,66,4,82
1597971743.0,90,18,182
1597971744.0,90,7,52
1597971745.0,72,2,133
1597971746.0,85,9,132
1597971747.0,64,10,167
1597971748.0,82,15,184
1597971749.0,79,16,23
1597971750.0,67,9,139
1597971751.0,82,15,117
1597971752.0,90,18,35
1597971753.0,87,4,197
1597971754.0,81,19,126
1597971755.0,68,16,110
1597971756.0,68,4,139
1597971757.0,77,4,98
1597971758.0,89,10,118
1597971759.0,71,19,165
1597971760.0,480,1,96
1597971761.0,481,2,179
1597971762.0,505,10,197
1597971763.0,493,0,53
1597971764.0,483,0,168
1597971765.0,507,0,193
1597971766.0,506,1,154
1597971767.0,508,1,193
1597971768.0,482,15,93
1597971769.0,494,18,128
1597971770.0,483,2,36
1597971771.0,486,12,190
1597971772.0,484,1,131
1597971773.0,494,18,173
1597971774.0,497,18,198
1597971775.0,492,7,17
1597971776.0,506,0,59
1597971777.0,490,9,182
1597971778.0,504,15,88
1597971779.0,506,2,187
1597971780.0,234,4,67
1597971781.0,243,0,93
1597971782.0,243,3,21
1597971783.0,252,6,179
1597971784.0,249,5,134
1597971785.0,254,3,96
1597971786.0,241,18,149
1597971787.0,255,6,149
1597971788.0,257,10,38
1597971789.0,247,7,143
1597971790.0,253,1,16
1597971791.0,235,4,103
1597971792.0,246,17,142
1597971793.0,234,1,0
1597971794.0,245,9,171
1597971795.0,240,9,124
1597971796.0,263,18,172
1597971797.0,234,19,64
1597971798.0,235,19,17
1597971799.0,250,19,44
1597971800.0,440,12,154
1597971801.0,442,10,190
1597971802.0,460,7,119
1597971803.0,462,4,163
1597971804.0,452,15,87
1597971805.0,443,4,83
1597971806.0,443,0,15
1597971807.0,452,14,93
1597971808.0,463,8,16
1597971809.0,463,7,24
1597971810.0,454,4,176
1597971811.0,457,3,38
1597971812.0,466,7,98
1597971813.0,458,7,62
1597971814.0,443,8,96
1597971815.0,466,19,133
1597971816.0,452,19,106
1597971817.0,461,5,63
1597971818.0,450,9,59
1597971819.0,454,9,135
1597971820.0,49,5,76
1597971821.0,62,18,5
1597971822.0,62,3,183
1597971823.0,55,12,116
1597971824.0,60,4,174
1597971825.0,58,9,197
1597971826.0,60,8,44
1597971827.0,63,13,112
1597971828.0,70,17,74
1597971829.0,51,9,128
1597971830.0,51,3,2
1597971831.0,60,18,66
1597971832.0,62,11,44
1597971833.0,49,4,11
1597971834.0,59,5,145
1597971835.0,70,4,164
1597971836.0,71,8,89
1597971837.0,63,3,122
1597971838.0,74,7,160
1597971839.0,62,1,67
1597971840.0,470,18,139
1597971841.0,471,18,33
1597971842.0,487,3,165
1597971843.0,485,17,158
1597971844.0,489,12,163
1597971845.0,490,0,127
1597971846.0,494,12,50
1597971847.0,472,17,141
1597971848.0,486,19,75
1597971849.0,495,2,7
1597971850.0,497,12,157
1597971851.0,485,1,199
1597971852.0,497,15,101
1597971853.0,477,5,141
1597971854.0,472,18,171
1597971855.0,485,16,183
1597971856.0,483,2,32
1597971857.0,481,5,145
1597971858.0,476,9,107
1597971859.0,470,8,181
1597971860.0,646,3,114
1597971861.0,650,9,73
1597971862.0,666,10,81
1597971863.0,652,15,150
1597971864.0,651,15,11
1597971865.0,659,4,190
1597971866.0,674,5,79
1597971867.0,650,10,185
1597971868.0,655,8,153
1597971869.0,651,17,86
1597971870.0,650,4,74
1597971871.0,646,1,179
1597971872.0,671,19,196
1597971873.0,675,1,162
1597971874.0,659,6,145
1597971875.0,663,12,180
1597971876.0,649,4,147
1597971877.0,673,17,119
1597971878.0,657,5,85
1597971879.0,656,3,116
1597971880.0,315,11,39
1597971881.0,318,10,95
1597971882.0,318,12,29
1597971883.0,334,15,191
1597971884.0,326,6,17
1597971885.0,332,16,141
1597971886.0,337,1,31
1597971887.0,342,5,52
1597971888.0,333,8,174
1597971889.0,322,10,157
1597971890.0,343,14,83
1597971891.0,324,3,85
1597971892.0,321,0,169
1597971893.0,320,17,130
1597971894.0,316,18,189
1597971895.0,339,10,33
1597971896.0,316,11,89
1597971897.0,323,17,146
1597971898.0,343,6,44
1597971899.0,320,14,35
1597971900.0,110,6,44
1597971901.0,135,5,21
1597971902.0,127,19,98
1597971903.0,120,15,43
1597971904.0,113,18,149
1597971905.0,113,10,69
1597971906.0,134,15,68
1597971907.0,122,11,134
1597971908.0,132,7,125
1597971909.0,123,11,129
1597971910.0,116,17,122
1597971911.0,122,19,128
1597971912.0,127,3,16
1597971913.0,138,18,88
1597971914.0,134,15,4
1597971915.0,137,3,90
1597971916.0,114,4,87
1597971917.0,125,4,172
1597971918.0,119,0,31
1597971919.0,132,15,64
1597971920.0,412,18,139
1597971921.0,437,17,31
1597971922.0,420,17,100
1597971923.0,412,12,191
1597971924.0,431,19,176
1597971925.0,431,12,120
1597971926.0,418,3,46
1597971927.0,418,15,131
1597971928.0,412,7,82
1597971929.0,431,18,77
1597971930.0,412,0,2
1597971931.0,427,17,180
1597971932.0,422,2,13
1597971933.0,441,17,89
1597971934.0,422,15,14
1597971935.0,433,7,92
1597971936.0,440,19,46
1597971937.0,419,7,91
1597971938.0,438,9,140
1597971939.0,424,4,98
1597971940.0,657,2,13
1597971941.0,678,13,187
1597971942.0,685,13,51
1597971943.0,683,15,60
1597971944.0,671,5,52
1597971945.0,683,10,122
1597971946.0,663,8,61
1597971947.0,669,17,67
1597971948.0,662,17,95
1597971949.0,665,8,68
1597971950.0,674,11,10
1597971951.0,659,12,21
1597971952.0,685,6,65
1597971953.0,681,18,47
1597971954.0,676,3,106
1597971955.0,681,9,163
1597971956.0,667,10,1
1597971957.0,659,16,166
1597971958.0,666,16,32
1597971959.0,685,1,20
1597971960.0,96,0,191
1597971961.0,117,2,170
1597971962.0,118,10,88
1597971963.0,109,6,26
1597971964.0,122,2,181
1597971965.0,111,6,80
1597971966.0,114,2,26
1597971967.0,121,6,76
1597971968.0,101,9,153
1597971969.0,105,6,64
1597971970.0,111,19,67
1597971971.0,107,3,97
1597971972.0,113,17,58
1597971973.0,102,16,194
1597971974.0,107,0,25
1597971975.0,114,9,115
1597971976.0,109,0,71
1597971977.0,107,5,150
1597971978.0,114,1,182
1597971979.0,108,0,1
1597971980.0,373,4,154
1597971981.0,376,5,72
1597971982.0,375,4,196
1597971983.0,378,16,102
1597971984.0,374,16,48
1597971985.0,383,3,14
1597971986.0,395,19,135
1597971987.0,390,7,77
1597971988.0,394,6,162
1597971989.0,379,7,39
1597971990.0,391,16,114
1597971991.0,391,15,170
1597971992.0,384,0,87
1597971993.0,391,18,62
1597971994.0,392,17,183
1597971995.0,402,13,63
1597971996.0,394,15,167
1597971997.0,401,16,187
1597971998.0,386,16,196
1597971999.0,386,15,0
1597972000.0,384,10,150
1597972001.0,394,19,195
1597972002.0,408,3,143
1597972003.0,413,7,55
1597972004.0,391,10,191
1597972005.0,402,11,96
1597972006.0,385,14,14
1597972007.0,400,14,173
1597972008.0,393,12,176
1597972009.0,385,10,20
1597972010.0,399,18,159
1597972011.0,398,0,39
1597972012.0,402,0,163
1597972013.0,393,19,25
1597972014.0,409,15,63
1597972015.0,392,10,39
1597972016.0,398,11,161
1597972017.0,397,9,169
1597972018.0,386,0,28
1597972019.0,400,2,3
1597972020.0,74,0,198
1597972021.0,76,16,167
1597972022.0,101,15,15
1597972023.0,74,4,123
1597972024.0,91,8,43
1597972025.0,93,15,147
1597972026.0,86,12,151
1597972027.0,77,4,49
1597972028.0,102,0,177
1597972029.0,91,3,13
1597972030.0,92,15,139
1597972031.0,85,18,123
1597972032.0,75,12,171
1597972033.0,99,13,187
1597972034.0,103,13,198
1597972035.0,75,10,196
1597972036.0,85,18,16
1597972037.0,82,6,115
1597972038.0,92,13,2
1597972039.0,94,14,199
1597972040.0,473,3,1
1597972041.0,499,8,15
1597972042.0,474,14,48
1597972043.0,474,6,10
1597972044.0,483,6,117
1597972045.0,498,8,11
1597972046.0,490,19,43
1597972047.0,496,12,129
1597972048.0,499,12,118
1597972049.0,481,3,123
1597972050.0,502,6,1
1597972051.0,476,8,32
1597972052.0,500,15,92
1597972053.0,492,3,88
1597972054.0,486,17,41
1597972055.0,500,16,131
1597972056.0,490,13,108
1597972057.0,502,1,142
1597972058.0,480,15,117
1597972059.0,493,11,50
1597972060.0,203,14,134
1597972061.0,206,11,42
1597972062.0,207,18,149
1597972063.0,222,5,1
1597972064.0,225,15,88
1597972065.0,216,19,8
1597972066.0,210,18,186
1597972067.0,214,12,94
1597972068.0,204,2,59
1597972069.0,220,8,28
1597972070.0,224,18,35
1597972071.0,210,0,98
1597972072.0,206,15,117
1597972073.0,204,5,35
1597972074.0,220,8,74
1597972075.0,208,17,89
1597972076.0,230,15,65
1597972077.0,227,19,45
1597972078.0,205,13,92
1597972079.0,216,19,110
1597972080.0,383,5,187
1597972081.0,383,13,59
1597972082.0,404,4,59
1597972083.0,396,6,145
1597972084.0,401,2,137
1597972085.0,392,7,150
1597972086.0,400,1,154
1597972087.0,403,12,29
1597972088.0,406,17,135
1597972089.0,389,1,89
1597972090.0,408,15,197
1597972091.0,384,3,127
1597972092.0,410,11,64
1597972093.0,394,5,156
1597972094.0,397,3,192
1597972095.0,409,6,181
1597972096.0,409,13,57
1597972097.0,398,5,118
1597972098.0,390,4,31
1597972099.0,402,17,171
1597972100.0,297,7,65
1597972101.0,297,10,96
1597972102.0,300,17,123
1597972103.0,307,13,23
1597972104.0,319,18,80
1597972105.0,315,2,32
1597972106.0,311,14,188
1597972107.0,316,5,107
1597972108.0,316,17,116
1597972109.0,311,7,15
1597972110.0,321,17,96
1597972111.0,325,9,75
1597972112.0,324,0,158
1597972113.0,315,18,181
1597972114.0,325,12,66
1597972115.0,318,10,145
1597972116.0,302,12,66
1597972117.0,298,13,70
1597972118.0,303,5,96
1597972119.0,318,6,177
1597972120.0,583,6,58
1597972121.0,597,10,23
1597972122.0,584,16,76
1597972123.0,593,17,74
1597972124.0,593,14,127
1597972125.0,593,16,198
1597972126.0,599,0,141
1597972127.0,583,4,146
1597972128.0,583,6,104
1597972129.0,595,14,137
1597972130.0,600,2,118
1597972131.0,599,18,52
1597972132.0,593,5,143
1597972133.0,586,3,42
1597972134.0,609,11,185
1597972135.0,598,18,133
1597972136.0,588,0,134
1597972137.0,608,16,99
1597972138.0,592,7,69
1597972139.0,587,14,119
1597972140.0,96,15,102
1597972141.0,108,2,75
1597972142.0,120,7,135
1597972143.0,117,13,45
1597972144.0,115,14,153
1597972145.0,99,15,6
1597972146.0,106,10,65
1597972147.0,107,9,29
1597972148.0,123,4,12
1597972149.0,113,12,134
1597972150.0,99,17,166
1597972151.0,108,19,33
1597972152.0,114,0,20
1597972153.0,115,13,75
1597972154.0,108,11,43
1597972155.0,124,13,10
1597972156.0,117,8,102
1597972157.0,110,9,192
1597972158.0,112,1,60
1597972159.0,100,5,108
1597972160.0,487,13,163
1597972161.0,508,1,171
1597972162.0,501,7,38
1597972163.0,499,3,163
1597972164.0,488,14,160
1597972165.0,512,0,77
1597972166.0,493,10,53
1597972167.0,509,7,195
1597972168.0,504,4,164
1597972169.0,497,4,197
1597972170.0,490,18,185
1597972171.0,509,17,14
1597972172.0,501,16,83
1597972173.0,512,13,82
1597972174.0,511,9,194
