time,x,y,z
1597991271.0,623,13,75
1597991272.0,619,7,85
1597991273.0,611,1,116
1597991274.0,624,11,169
1597991275.0,620,3,106
1597991276.0,602,9,39
1597991277.0,612,5,65
1597991278.0,619,7,21
1597991279.0,617,17,1
1597991280.0,606,13,39
1597991281.0,624,11,196
1597991282.0,483,17,59
1597991283.0,483,15,134
1597991284.0,510,9,188
1597991285.0,488,0,63
1597991286.0,488,0,181
1597991287.0,491,9,53
1597991288.0,493,9,41
1597991289.0,491,2,137
1597991290.0,491,10,124
1597991291.0,485,13,140
1597991292.0,495,8,14
1597991293.0,489,18,15
1597991294.0,506,9,190
1597991295.0,490,16,185
1597991296.0,503,9,45
1597991297.0,500,14,16
1597991298.0,498,6,7
1597991299.0,503,11,157
1597991300.0,483,16,151
1597991301.0,502,13,116
1597991302.0,64,7,60
1597991303.0,71,3,54
1597991304.0,79,13,86
1597991305.0,77,8,172
1597991306.0,84,1,131
1597991307.0,90,18,185
1597991308.0,88,2,129
1597991309.0,66,1,142
1597991310.0,67,17,98
1597991311.0,77,6,112
1597991312.0,73,0,167
1597991313.0,71,18,35
1597991314.0,69,16,124
1597991315.0,78,10,150
1597991316.0,92,10,183
1597991317.0,65,0,133
1597991318.0,82,16,54
1597991319.0,72,3,49
1597991320.0,92,17,131
1597991321.0,76,10,75
1597991322.0,559,17,11
1597991323.0,561,2,2
1597991324.0,581,1,55
1597991325.0,586,15,64
1597991326.0,586,11,81
1597991327.0,581,4,62
1597991328.0,584,7,142
1597991329.0,566,0,119
1597991330.0,572,5,80
1597991331.0,574,15,30
1597991332.0,576,4,198
1597991333.0,570,12,0
1597991334.0,567,18,50
1597991335.0,580,16,47
1597991336.0,566,7,189
1597991337.0,588,6,175
1597991338.0,564,7,173
1597991339.0,560,0,125
1597991340.0,564,4,60
1597991341.0,584,8,77
1597991342.0,91,4,165
1597991343.0,113,5,81
1597991344.0,93,18,114
1597991345.0,98,7,128
1597991346.0,93,1,1
1597991347.0,93,19,174
1597991348.0,101,6,142
1597991349.0,94,11,110
1597991350.0,105,10,142
1597991351.0,106,17,192
1597991352.0,101,19,103
1597991353.0,111,0,118
1597991354.0,101,2,144
1597991355.0,100,13,31
1597991356.0,98,12,13
1597991357.0,93,0,74
1597991358.0,100,8,5
1597991359.0,107,2,92
1597991360.0,110,3,25
1597991361.0,109,3,94
1597991362.0,396,18,30
1597991363.0,403,11,134
1597991364.0,404,2,91
1597991365.0,405,16,152
1597991366.0,424,9,34
1597991367.0,425,12,166
1597991368.0,420,11,68
1597991369.0,411,15,48
1597991370.0,404,2,46
1597991371.0,411,5,103
1597991372.0,422,5,52
1597991373.0,420,3,94
1597991374.0,405,4,46
1597991375.0,418,8,79
1597991376.0,397,16,154
1597991377.0,398,15,96
1597991378.0,418,1,190
1597991379.0,405,18,113
1597991380.0,405,7,184
1597991381.0,418,0,88
1597991382.0,650,8,27
1597991383.0,654,14,18
1597991384.0,678,9,71
1597991385.0,655,8,52
1597991386.0,661,10,112
1597991387.0,662,0,70
1597991388.0,664,4,50
1597991389.0,669,6,191
1597991390.0,652,11,2
1597991391.0,677,8,19
1597991392.0,657,12,124
1597991393.0,668,19,133
1597991394.0,665,9,39
1597991395.0,672,18,63
1597991396.0,652,11,81
1597991397.0,653,2,0
1597991398.0,679,17,65
1597991399.0,678,11,92
1597991400.0,659,19,131
1597991401.0,665,14,145
1597991402.0,486,17,156
1597991403.0,514,1,47
1597991404.0,511,17,151
1597991405.0,487,8,137
1597991406.0,507,15,149
1597991407.0,503,14,95
1597991408.0,502,13,59
1597991409.0,498,15,102
1597991410.0,512,15,19
1597991411.0,513,15,124
1597991412.0,513,8,64
1597991413.0,493,19,114
1597991414.0,508,10,158
1597991415.0,490,9,181
1597991416.0,498,16,49
1597991417.0,510,14,110
1597991418.0,512,16,78
1597991419.0,510,8,58
1597991420.0,515,13,100
1597991421.0,506,13,45
1597991422.0,627,10,147
1597991423.0,651,18,57
1597991424.0,638,15,199
1597991425.0,631,15,179
1597991426.0,631,7,196
1597991427.0,643,5,114
1597991428.0,635,5,58
1597991429.0,641,16,98
1597991430.0,631,12,69
1597991431.0,629,7,183
1597991432.0,645,16,168
1597991433.0,629,14,91
1597991434.0,655,19,120
1597991435.0,640,18,147
1597991436.0,633,14,39
1597991437.0,636,7,18
1597991438.0,645,8,73
1597991439.0,656,2,54
1597991440.0,652,17,73
1597991441.0,637,1,92
1597991442.0,658,16,107
1597991443.0,662,4,135
1597991444.0,674,9,95
1597991445.0,684,18,142
1597991446.0,666,16,175
1597991447.0,686,4,181
1597991448.0,667,10,31
1597991449.0,665,11,31
1597991450.0,665,6,163
1597991451.0,686,4,176
1597991452.0,665,4,105
1597991453.0,678,7,125
1597991454.0,685,18,180
1597991455.0,674,9,32
1597991456.0,675,13,128
1597991457.0,658,19,6
1597991458.0,661,6,184
1597991459.0,668,1,41
1597991460.0,660,16,101
1597991461.0,687,19,103
1597991462.0,245,13,192
1597991463.0,250,4,30
1597991464.0,252,18,58
1597991465.0,252,18,66
1597991466.0,249,7,169
1597991467.0,263,18,17
1597991468.0,256,10,91
1597991469.0,252,7,4
1597991470.0,255,12,71
1597991471.0,270,7,185
1597991472.0,257,6,119
1597991473.0,258,17,98
1597991474.0,268,2,88
1597991475.0,245,18,23
1597991476.0,266,18,119
1597991477.0,274,15,38
1597991478.0,245,18,79
1597991479.0,253,8,153
1597991480.0,248,17,117
1597991481.0,250,10,168
1597991482.0,392,15,73
1597991483.0,412,12,26
1597991484.0,418,18,100
1597991485.0,411,12,187
1597991486.0,404,5,194
1597991487.0,415,15,182
1597991488.0,415,3,148
1597991489.0,399,9,140
1597991490.0,411,9,27
1597991491.0,401,18,52
1597991492.0,405,16,68
1597991493.0,410,10,4
1597991494.0,398,13,1
1597991495.0,405,3,64
1597991496.0,403,6,115
1597991497.0,399,3,137
1597991498.0,412,5,7
1597991499.0,401,0,111
1597991500.0,403,8,82
1597991501.0,421,15,58
1597991502.0,300,14,160
1597991503.0,318,9,44
1597991504.0,321,0,68
1597991505.0,311,14,181
1597991506.0,314,12,175
1597991507.0,322,14,40
1597991508.0,325,1,125
1597991509.0,317,5,35
1597991510.0,312,15,65
1597991511.0,307,5,90
1597991512.0,309,15,88
1597991513.0,325,8,50
1597991514.0,303,18,182
1597991515.0,321,19,78
1597991516.0,308,19,143
1597991517.0,325,18,125
1597991518.0,315,18,173
1597991519.0,320,2,196
1597991520.0,329,16,141
1597991521.0,321,17,27
1597991522.0,406,10,81
1597991523.0,430,8,61
1597991524.0,410,11,47
1597991525.0,415,7,1
1597991526.0,430,7,132
1597991527.0,423,8,15
1597991528.0,413,3,98
1597991529.0,413,11,49
1597991530.0,423,18,110
1597991531.0,413,18,183
1597991532.0,422,14,148
1597991533.0,421,3,132
1597991534.0,406,16,87
1597991535.0,413,0,178
1597991536.0,407,7,51
1597991537.0,420,4,29
1597991538.0,427,7,177
1597991539.0,430,11,89
1597991540.0,421,13,123
1597991541.0,433,18,33
1597991542.0,388,15,187
1597991543.0,411,2,132
1597991544.0,389,2,39
1597991545.0,410,15,192
1597991546.0,415,18,63
1597991547.0,412,17,151
1597991548.0,394,12,98
1597991549.0,399,19,85
1597991550.0,396,1,177
1597991551.0,394,8,114
1597991552.0,397,3,179
1597991553.0,417,3,62
1597991554.0,410,18,77
1597991555.0,398,16,190
1597991556.0,416,15,51
1597991557.0,411,16,33
1597991558.0,415,8,190
1597991559.0,396,1,14
1597991560.0,410,9,54
1597991561.0,392,19,51
1597991562.0,327,1,89
1597991563.0,332,16,2
1597991564.0,337,10,194
1597991565.0,351,17,108
1597991566.0,340,0,135
1597991567.0,356,0,52
1597991568.0,350,9,28
1597991569.0,347,15,10
1597991570.0,327,14,170
1597991571.0,352,8,47
1597991572.0,355,17,63
1597991573.0,345,12,155
1597991574.0,346,1,87
1597991575.0,331,8,94
1597991576.0,345,5,50
1597991577.0,348,11,155
1597991578.0,356,8,64
1597991579.0,347,16,154
1597991580.0,352,0,75
1597991581.0,336,13,31
1597991582.0,534,2,179
1597991583.0,535,17,64
1597991584.0,545,6,112
1597991585.0,540,8,55
1597991586.0,543,3,14
1597991587.0,559,6,117
1597991588.0,543,14,161
1597991589.0,549,3,159
1597991590.0,540,1,98
1597991591.0,538,16,156
1597991592.0,540,5,27
1597991593.0,554,2,191
1597991594.0,556,5,90
1597991595.0,561,14,116
1597991596.0,549,1,150
1597991597.0,561,11,189
1597991598.0,539,19,188
1597991599.0,534,14,9
1597991600.0,552,17,197
1597991601.0,557,10,61
1597991602.0,321,1,13
1597991603.0,325,9,142
1597991604.0,338,10,7
1597991605.0,346,10,151
1597991606.0,328,3,167
1597991607.0,347,13,49
1597991608.0,341,10,115
1597991609.0,322,10,53
1597991610.0,332,7,141
1597991611.0,337,1,75
1597991612.0,323,10,104
1597991613.0,350,12,164
1597991614.0,349,8,151
1597991615.0,328,1,61
1597991616.0,343,13,3
1597991617.0,340,5,159
1597991618.0,342,11,102
1597991619.0,321,7,79
1597991620.0,327,7,125
1597991621.0,333,12,184
1597991622.0,585,17,93
1597991623.0,599,10,101
1597991624.0,600,13,9
1597991625.0,611,13,43
1597991626.0,607,13,49
1597991627.0,590,17,62
1597991628.0,597,0,84
1597991629.0,594,5,139
1597991630.0,613,11,40
1597991631.0,605,2,98
1597991632.0,595,6,61
1597991633.0,610,10,41
1597991634.0,604,6,115
1597991635.0,586,17,182
1597991636.0,586,9,150
1597991637.0,605,19,50
1597991638.0,587,14,15
1597991639.0,613,14,160
1597991640.0,592,6,122
1597991641.0,588,3,118
1597991642.0,446,13,139
1597991643.0,464,13,18
1597991644.0,472,4,75
1597991645.0,461,10,185
1597991646.0,472,19,1
1597991647.0,464,8,53
1597991648.0,463,19,25
1597991649.0,447,15,40
1597991650.0,469,19,155
1597991651.0,449,7,118
1597991652.0,448,1,2
1597991653.0,447,8,137
1597991654.0,456,5,180
1597991655.0,463,3,136
1597991656.0,460,19,139
1597991657.0,466,14,96
1597991658.0,461,0,3
1597991659.0,446,9,33
1597991660.0,465,0,153
1597991661.0,466,15,175
1597991662.0,50,2,162
1597991663.0,68,0,136
1597991664.0,70,2,146
1597991665.0,75,9,128
1597991666.0,75,3,55
1597991667.0,78,5,23
1597991668.0,62,6,91
1597991669.0,50,15,66
1597991670.0,78,10,75
1597991671.0,77,5,163
1597991672.0,57,6,77
1597991673.0,53,11,105
1597991674.0,73,6,122
1597991675.0,54,16,90
1597991676.0,56,10,120
1597991677.0,66,5,14
1597991678.0,59,16,162
1597991679.0,52,14,10
1597991680.0,79,10,196
1597991681.0,71,14,98
1597991682.0,517,5,33
1597991683.0,544,11,190
1597991684.0,520,6,58
1597991685.0,539,8,4
1597991686.0,533,4,27
1597991687.0,527,18,76
1597991688.0,528,17,158
1597991689.0,538,8,188
1597991690.0,533,15,37
1597991691.0,518,10,185
1597991692.0,546,12,21
1597991693.0,537,12,109
1597991694.0,522,8,105
1597991695.0,527,4,35
1597991696.0,531,5,159
1597991697.0,539,1,64
1597991698.0,525,6,46
1597991699.0,524,19,103
1597991700.0,533,4,150
1597991701.0,528,17,150
1597991702.0,596,19,177
1597991703.0,619,16,94
1597991704.0,603,18,182
1597991705.0,625,19,155
1597991706.0,622,19,152
1597991707.0,611,6,141
1597991708.0,623,7,46
1597991709.0,606,14,153
1597991710.0,609,2,23
1597991711.0,603,19,74
1597991712.0,624,16,168
1597991713.0,602,13,143
1597991714.0,600,8,133
1597991715.0,619,1,106
1597991716.0,596,16,115
1597991717.0,613,9,103
1597991718.0,599,10,117
1597991719.0,619,15,26
1597991720.0,619,1,112
1597991721.0,613,1,191
1597991722.0,28,14,96
1597991723.0,51,5,8
1597991724.0,39,6,109
1597991725.0,35,9,140
1597991726.0,28,4,168
1597991727.0,32,2,163
1597991728.0,32,5,8
1597991729.0,42,12,56
1597991730.0,29,1,57
1597991731.0,51,1,10
1597991732.0,52,3,146
1597991733.0,33,17,195
1597991734.0,49,9,106
1597991735.0,48,9,79
1597991736.0,41,17,162
1597991737.0,50,1,106
1597991738.0,48,3,119
1597991739.0,44,11,152
1597991740.0,57,4,16
1597991741.0,29,6,105
1597991742.0,612,1,19
1597991743.0,628,11,147
1597991744.0,614,1,70
1597991745.0,612,17,114
1597991746.0,620,6,137
1597991747.0,622,7,140
1597991748.0,628,16,143
1597991749.0,634,10,113
1597991750.0,640,3,145
1597991751.0,617,17,187
1597991752.0,634,2,99
1597991753.0,616,19,146
1597991754.0,613,12,37
1597991755.0,637,4,133
1597991756.0,626,0,107
1597991757.0,638,8,91
1597991758.0,631,4,109
1597991759.0,615,6,170
1597991760.0,616,0,66
1597991761.0,630,10,119
1597991762.0,585,17,179
1597991763.0,593,0,115
1597991764.0,613,8,13
1597991765.0,593,5,86
1597991766.0,605,9,29
1597991767.0,588,8,156
1597991768.0,608,7,43
1597991769.0,614,2,48
1597991770.0,610,11,23
1597991771.0,593,12,71
1597991772.0,614,16,87
1597991773.0,592,10,38
1597991774.0,585,9,169
1597991775.0,592,10,142
1597991776.0,594,10,196
1597991777.0,612,19,54
1597991778.0,599,14,0
1597991779.0,586,17,75
1597991780.0,609,8,106
1597991781.0,588,13,155
1597991782.0,33,17,66
1597991783.0,43,16,111
1597991784.0,34,13,79
1597991785.0,35,3,48
1597991786.0,41,2,137
1597991787.0,35,8,198
1597991788.0,34,10,133
1597991789.0,44,13,104
1597991790.0,58,16,102
1597991791.0,40,12,54
1597991792.0,36,17,82
1597991793.0,60,8,79
1597991794.0,38,14,43
1597991795.0,44,9,40
1597991796.0,46,4,71
1597991797.0,50,11,11
1597991798.0,43,3,166
1597991799.0,38,8,166
1597991800.0,47,1,177
1597991801.0,50,12,139
1597991802.0,517,15,104
1597991803.0,539,5,103
1597991804.0,546,11,190
1597991805.0,537,12,105
1597991806.0,527,4,60
1597991807.0,542,5,72
1597991808.0,544,12,145
1597991809.0,542,3,130
1597991810.0,527,4,193
1597991811.0,520,17,107
1597991812.0,529,16,60
1597991813.0,521,11,119
1597991814.0,537,14,197
1597991815.0,544,9,6
1597991816.0,540,7,118
1597991817.0,544,2,81
1597991818.0,540,0,42
1597991819.0,527,15,160
1597991820.0,519,12,141
1597991821.0,538,14,183
1597991822.0,409,10,155
1597991823.0,417,6,82
1597991824.0,433,2,150
1597991825.0,415,9,14
1597991826.0,432,2,85
1597991827.0,424,2,190
1597991828.0,430,8,149
1597991829.0,412,2,7
1597991830.0,436,5,117
1597991831.0,420,12,79
1597991832.0,431,17,124
1597991833.0,428,0,60
1597991834.0,423,12,21
1597991835.0,417,0,48
1597991836.0,419,18,166
1597991837.0,418,19,4
1597991838.0,420,5,82
1597991839.0,436,5,0
1597991840.0,433,6,7
1597991841.0,437,13,108
1597991842.0,118,19,1
1597991843.0,142,13,192
1597991844.0,119,18,101
1597991845.0,147,3,41
1597991846.0,134,18,165
1597991847.0,126,14,100
1597991848.0,124,19,97
1597991849.0,120,7,101
1597991850.0,124,17,181
1597991851.0,144,16,58
1597991852.0,140,16,177
1597991853.0,124,7,177
1597991854.0,123,8,165
1597991855.0,127,10,156
1597991856.0,139,10,122
1597991857.0,142,13,157
1597991858.0,127,16,69
1597991859.0,129,4,124
1597991860.0,145,3,155
1597991861.0,123,8,168
1597991862.0,397,4,35
1597991863.0,403,10,178
1597991864.0,418,2,171
1597991865.0,397,18,128
1597991866.0,397,3,84
1597991867.0,416,9,88
1597991868.0,400,6,45
1597991869.0,418,5,1
1597991870.0,415,14,120
1597991871.0,423,8,26
1597991872.0,400,4,12
1597991873.0,426,3,74
1597991874.0,424,19,57
1597991875.0,424,18,51
1597991876.0,409,16,153
1597991877.0,417,10,138
1597991878.0,411,8,105
1597991879.0,411,14,41
1597991880.0,424,16,59
1597991881.0,405,19,175
1597991882.0,37,10,16
1597991883.0,61,14,27
1597991884.0,59,3,92
1597991885.0,65,5,32
1597991886.0,41,16,36
1597991887.0,64,3,38
1597991888.0,50,6,72
1597991889.0,59,19,41
1597991890.0,44,8,52
1597991891.0,50,14,185
1597991892.0,65,15,94
1597991893.0,62,10,99
1597991894.0,44,2,50
1597991895.0,55,5,90
1597991896.0,59,2,118
1597991897.0,49,3,55
1597991898.0,60,2,131
1597991899.0,65,15,26
1597991900.0,49,17,184
1597991901.0,47,0,190
1597991902.0,569,5,85
1597991903.0,576,19,138
1597991904.0,592,4,7
1597991905.0,589,15,8
1597991906.0,573,5,144
1597991907.0,577,3,14
1597991908.0,570,10,23
1597991909.0,570,19,77
1597991910.0,576,16,110
1597991911.0,585,8,155
1597991912.0,571,19,15
1597991913.0,571,17,164
1597991914.0,577,2,145
1597991915.0,596,7,160
1597991916.0,571,8,94
1597991917.0,580,11,74
1597991918.0,592,8,35
1597991919.0,580,13,15
1597991920.0,595,6,10
1597991921.0,585,15,97
1597991922.0,45,13,199
1597991923.0,68,7,170
1597991924.0,60,17,147
1597991925.0,66,3,17
1597991926.0,59,16,142
1597991927.0,73,7,69
1597991928.0,65,19,100
1597991929.0,60,13,157
1597991930.0,53,3,64
1597991931.0,57,14,174
1597991932.0,52,17,50
1597991933.0,65,11,16
1597991934.0,60,11,103
1597991935.0,46,14,101
1597991936.0,70,2,6
1597991937.0,69,4,4
1597991938.0,55,0,30
1597991939.0,74,1,129
1597991940.0,72,8,91
1597991941.0,49,10,113
1597991942.0,351,10,129
1597991943.0,374,18,156
1597991944.0,353,12,192
1597991945.0,378,11,155
1597991946.0,357,8,65
1597991947.0,367,16,22
1597991948.0,376,5,164
1597991949.0,361,1,154
1597991950.0,374,10,7
1597991951.0,362,9,19
1597991952.0,357,5,49
1597991953.0,355,10,101
1597991954.0,369,9,57
1597991955.0,357,10,61
1597991956.0,367,0,181
1597991957.0,373,7,106
1597991958.0,372,5,67
1597991959.0,380,5,128
1597991960.0,376,0,65
1597991961.0,374,0,17
1597991962.0,96,4,22
1597991963.0,109,7,91
1597991964.0,112,0,49
1597991965.0,123,2,34
1597991966.0,116,13,152
1597991967.0,110,3,6
1597991968.0,111,17,176
1597991969.0,98,0,143
1597991970.0,108,16,168
1597991971.0,109,3,106
1597991972.0,116,10,58
1597991973.0,117,10,62
1597991974.0,106,5,117
1597991975.0,116,16,100
1597991976.0,104,13,141
1597991977.0,98,19,152
1597991978.0,114,3,170
1597991979.0,98,2,13
1597991980.0,102,4,109
1597991981.0,100,2,37
1597991982.0,673,8,33
1597991983.0,691,3,196
1597991984.0,682,12,19
1597991985.0,675,3,71
1597991986.0,697,11,68
1597991987.0,691,12,198
1597991988.0,674,0,128
1597991989.0,693,1,122
1597991990.0,695,18,129
1597991991.0,686,10,17
1597991992.0,697,17,100
1597991993.0,693,11,191
1597991994.0,684,1,19
1597991995.0,679,19,169
1597991996.0,681,10,15
1597991997.0,688,18,131
1597991998.0,698,6,148
1597991999.0,697,8,62
1597992000.0,696,10,75
1597992001.0,688,8,18
1597992002.0,346,9,31
1597992003.0,370,8,120
1597992004.0,369,15,141
1597992005.0,356,12,132
1597992006.0,365,16,35
1597992007.0,372,19,193
1597992008.0,352,10,83
1597992009.0,351,14,4
1597992010.0,348,17,10
1597992011.0,357,3,179
1597992012.0,349,0,70
1597992013.0,373,8,47
1597992014.0,366,5,146
1597992015.0,375,12,129
1597992016.0,360,4,130
1597992017.0,346,15,16
1597992018.0,364,6,137
1597992019.0,357,7,104
1597992020.0,369,6,4
1597992021.0,357,5,45
1597992022.0,223,15,7
1597992023.0,235,19,62
1597992024.0,240,1,13
1597992025.0,232,15,170
1597992026.0,246,3,17
1597992027.0,226,15,76
1597992028.0,252,13,140
1597992029.0,240,2,187
1597992030.0,234,6,81
1597992031.0,241,14,41
1597992032.0,227,1,144
1597992033.0,251,17,103
1597992034.0,227,18,111
1597992035.0,247,17,62
1597992036.0,230,9,122
1597992037.0,227,15,2
1597992038.0,223,17,95
1597992039.0,234,1,46
1597992040.0,249,1,116
1597992041.0,244,11,197
1597992042.0,359,16,194
1597992043.0,370,17,79
1597992044.0,374,8,84
1597992045.0,370,8,153
1597992046.0,385,0,91
1597992047.0,384,13,101
1597992048.0,366,12,89
1597992049.0,365,12,133
1597992050.0,362,13,52
1597992051.0,374,16,161
1597992052.0,379,12,178
1597992053.0,377,6,184
1597992054.0,364,3,24
1597992055.0,370,8,38
1597992056.0,367,5,153
1597992057.0,362,16,192
1597992058.0,379,16,63
1597992059.0,383,15,40
1597992060.0,378,8,157
1597992061.0,378,8,198
1597992062.0,600,3,0
1597992063.0,605,15,170
1597992064.0,621,18,46
1597992065.0,629,9,179
1597992066.0,610,4,160
1597992067.0,617,9,37
1597992068.0,606,6,38
1597992069.0,613,15,148
1597992070.0,625,3,65
1597992071.0,628,10,186
1597992072.0,609,6,62
1597992073.0,601,19,84
1597992074.0,606,2,148
1597992075.0,611,14,95
1597992076.0,616,13,92
1597992077.0,623,12,114
1597992078.0,600,15,133
1597992079.0,616,7,22
1597992080.0,617,7,61
1597992081.0,623,7,52
1597992082.0,629,10,152
1597992083.0,640,2,139
1597992084.0,634,18,93
1597992085.0,657,7,130
1597992086.0,633,9,76
1597992087.0,633,8,109
1597992088.0,647,0,94
1597992089.0,654,5,96
1597992090.0,657,9,62
1597992091.0,635,17,188
1597992092.0,646,11,176
1597992093.0,653,4,35
1597992094.0,630,16,54
1597992095.0,633,18,78
1597992096.0,642,5,54
1597992097.0,655,2,3
1597992098.0,637,3,81
1597992099.0,657,6,120
1597992100.0,638,2,132
1597992101.0,633,16,26
1597992102.0,430,1,12
1597992103.0,430,19,8
1597992104.0,442,13,175
1597992105.0,441,4,170
1597992106.0,451,8,119
1597992107.0,434,6,196
1597992108.0,444,1,195
1597992109.0,455,8,70
1597992110.0,453,2,124
1597992111.0,438,12,190
1597992112.0,438,16,88
1597992113.0,448,12,138
1597992114.0,459,4,41
1597992115.0,439,1,164
1597992116.0,457,11,42
1597992117.0,431,3,157
1597992118.0,453,4,4
1597992119.0,446,3,5
1597992120.0,458,0,157
1597992121.0,455,6,39
1597992122.0,176,5,14
1597992123.0,176,18,135
1597992124.0,193,17,167
1597992125.0,204,19,64
1597992126.0,195,1,175
1597992127.0,189,1,191
1597992128.0,195,18,93
1597992129.0,176,7,31
1597992130.0,177,17,72
1597992131.0,200,16,150
1597992132.0,194,8,48
1597992133.0,200,11,97
1597992134.0,192,3,107
1597992135.0,193,14,185
1597992136.0,180,14,89
1597992137.0,185,7,51
1597992138.0,186,7,28
1597992139.0,190,9,152
1597992140.0,179,0,162
1597992141.0,188,18,181
1597992142.0,206,2,10
1597992143.0,207,16,116
1597992144.0,224,14,151
1597992145.0,232,15,35
1597992146.0,214,4,159
1597992147.0,208,5,152
1597992148.0,222,16,180
1597992149.0,209,3,84
1597992150.0,231,5,18
1597992151.0,220,17,56
1597992152.0,223,11,189
1597992153.0,222,17,50
1597992154.0,219,0,91
1597992155.0,216,15,19
1597992156.0,225,11,91
1597992157.0,213,14,14
1597992158.0,229,11,15
1597992159.0,221,2,174
1597992160.0,230,6,31
1597992161.0,219,1,195
1597992162.0,492,11,20
1597992163.0,492,13,185
1597992164.0,509,15,74
1597992165.0,505,0,106
1597992166.0,499,4,67
1597992167.0,503,2,123
1597992168.0,513,15,23
1597992169.0,501,17,196
1597992170.0,513,17,180
1597992171.0,519,8,195
1597992172.0,508,15,191
1597992173.0,492,7,121
1597992174.0,507,1,197
1597992175.0,493,16,194
1597992176.0,499,14,87
